,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,updates,personal,promotions,forums,purchases,travel,spam,social
1574,"Sun, 25 Aug 2013 14:26:23 -0000",phpclasses,org,0,0,multipart/alternative,21,40,0,0,57.0,22109,1,1,0,0,0,0,0,0
1575,"Tue, 11 Mar 2014 21:43:57 +0530 (IST)",gaanamail,com,0,0,multipart/mixed,0,0,0,0,58.0,4,1,1,0,0,0,0,0,0
1576,"Sun, 24 Aug 2014 01:14:58 +0000",youtube,com,0,0,multipart/alternative,12,51,0,0,65.0,41184,0,1,0,0,0,0,0,1
1577,"Sat, 20 Jan 2018 00:14:36 +0000 (UTC)",angel,co,0,0,text/html,1,33,1,0,89.0,26741,1,1,0,0,0,0,0,0
1578,"Thu, 11 Jun 2020 02:01:19 -0700",google,com,0,0,multipart/alternative,63,185,0,0,38.0,63812,1,0,0,0,0,0,0,0
1579,"Sun, 17 May 2020 08:00:22 +0000",quora,com,0,0,multipart/alternative,10,107,1,0,127.0,104412,0,0,0,0,0,0,0,1
1580,"Tue, 30 Aug 2016 14:50:45 +0530",iiitd,ac.in,0,0,multipart/alternative,0,10,0,1,6.0,912,0,1,0,1,0,0,0,0
1581,"Tue, 14 Jan 2020 04:30:45 +0000",standupalice,com,0,0,text/html,1,6,0,0,39.0,21683,0,0,0,1,0,0,0,0
1582,"Sat, 25 May 2019 01:27:06 -0700",google,com,0,0,text/html,4,20,0,0,46.0,6683,1,1,0,0,0,0,0,0
1583,"Thu, 21 Nov 2019 17:15:59 +0000",signalprocessingsociety,org,0,0,multipart/alternative,9,71,0,0,120.0,97659,1,0,0,0,0,0,0,0
1584,"Thu, 17 Apr 2014 18:47:25 -0400",updates,freelancer.com,0,0,text/html,9,29,0,0,43.0,13241,1,1,0,0,0,0,0,0
1585,"Thu, 31 Jan 2013 01:16:29 -0500",,,0,0,multipart/alternative,0,5,0,0,120.0,2354,1,1,0,0,0,0,0,0
1586,"Sat, 05 Jan 2019 02:49:44 -0800",google,com,0,0,text/html,6,28,0,0,32.0,9016,1,1,0,0,0,0,0,0
1587,"Tue, 20 Nov 2018 23:19:52 +0530",iiitd,ac.in,1,0,multipart/alternative,0,41,1,0,33.0,21927,0,1,0,0,0,0,0,0
1588,"Fri, 3 Jun 2016 13:05:53 +0530",iiitd,ac.in,0,0,multipart/alternative,0,20,1,0,10.0,10539,0,1,0,0,0,0,0,0
1589,"Mon, 01 Jun 2015 09:46:07 +0000",hackerrank,com,0,0,multipart/alternative,27,70,0,0,31.0,81123,0,1,0,0,0,0,0,0
1590,"Tue, 30 Apr 2019 11:31:05 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,13,46,0,0,78.0,55715,0,1,1,0,0,0,0,0
1591,"Sat, 03 Aug 2019 04:15:07 -0700",google,com,0,0,text/html,6,28,0,0,36.0,9077,1,0,0,0,0,0,0,0
1592,"Mon, 31 Aug 2020 21:00:29 +0000 (UTC)",github,com,1,0,multipart/alternative,0,18,0,0,33.0,2455,0,0,0,1,0,0,0,0
1593,"Thu, 28 Aug 2014 19:54:32 -0600",e-mail,microsoft.com,0,0,multipart/alternative,13,125,1,0,44.0,128216,1,1,0,0,0,0,0,0
1594,"Sun, 30 Aug 2015 12:57:36 +0530",iiitd,ac.in,6,0,multipart/alternative,0,2,1,1,30.0,6437,0,1,0,1,0,0,0,0
1595,"Sat, 16 Feb 2019 06:24:57 +0000 (UTC)",medium,com,0,0,multipart/alternative,18,128,1,0,161.0,60626,1,1,0,0,0,0,0,0
1596,"Tue, 15 Nov 2016 21:25:56 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,25.0,391,0,1,0,0,0,0,0,0
1597,"Thu, 21 Dec 2017 22:14:00 +0530",iiitd,ac.in,5,0,multipart/alternative,0,0,1,0,58.0,22633,0,1,0,1,0,0,0,0
1598,"Wed, 06 Nov 2019 10:29:44 +0000 (UTC)",info,paytm.com,0,0,text/html,15,35,1,0,34.0,28039,0,1,1,0,0,0,0,0
1599,"Sat, 21 Sep 2019 03:21:36 -0700",google,com,0,0,text/html,2,12,0,0,46.0,4497,1,0,0,0,0,0,0,0
1600,"Thu, 30 Nov 2017 13:55:19 -0800",youtube,com,0,0,multipart/alternative,29,105,0,0,69.0,62391,0,1,0,0,0,0,0,1
1601,"Mon, 23 Mar 2020 19:39:13 +0000",zoom,us,0,0,text/plain,0,1,0,0,35.0,185,1,0,0,0,0,0,0,0
1602,"Wed, 29 Nov 2017 09:55:40 +0530",iiitd,ac.in,0,0,multipart/alternative,0,6,1,0,9.0,2250,0,1,0,0,0,0,0,0
1603,"Thu, 16 Aug 2018 12:22:35 +0000",dtdc,com,0,0,text/html,1,1,0,0,57.0,2894,1,1,0,0,0,0,0,0
1604,"Tue, 06 Dec 2016 02:53:04 +0000",twitter,com,0,0,multipart/alternative,2,16,0,0,37.0,13835,0,1,0,0,0,0,0,1
1605,"Tue, 14 May 2019 06:20:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,29,183,1,1,161.0,80131,0,1,1,0,0,0,0,0
1606,"Sat, 19 Sep 2015 21:21:39 +0530",iiitd,ac.in,5,0,multipart/alternative,1,11,1,0,34.0,3624,0,1,0,1,0,0,0,0
1607,"Tue, 02 Jun 2020 04:56:26 -0700",github,com,1,0,multipart/alternative,0,10,0,0,59.0,1863,0,0,0,1,0,0,0,0
1608,"Tue, 20 Jan 2015 10:55:01 +0000",freshersworld,co.in,0,0,text/html,2,18,1,0,53.0,6289,1,1,0,0,0,0,0,0
1609,"Wed, 10 Aug 2016 03:50:47 -0600",news,foodpanda.in,0,0,multipart/alternative,1,6,0,0,59.0,1213,0,1,1,0,0,0,0,0
1610,"Wed, 24 Dec 2014 02:33:09 +0000",freshersworld,co.in,0,0,text/html,2,15,1,0,28.0,6088,1,1,0,0,0,0,0,0
1611,"Fri, 16 Sep 2016 20:01:04 +0000",topcoder,com,0,0,multipart/alternative,12,56,1,0,66.0,76742,0,1,1,0,0,0,0,0
1612,"Sun, 1 May 2016 23:14:55 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,8.0,493443,0,1,0,0,0,0,0,0
1613,"Wed, 19 Sep 2018 21:38:25 +0000",awseducate,com,0,0,multipart/alternative,0,4,1,0,19.0,1492,0,1,1,0,0,0,0,0
1614,"Mon, 29 Jun 2020 12:01:42 +0530",iiitd,ac.in,0,0,multipart/related,0,20,1,0,63.0,434443,0,0,0,1,0,0,0,0
1615,"Thu, 15 Feb 2018 06:00:47 +0000",iiitd,ac.in,0,0,multipart/alternative,1,9,1,0,47.0,8030,0,1,0,1,0,0,0,0
1616,"Mon, 21 May 2018 15:48:36 +0530",iiitd,ac.in,0,0,multipart/alternative,22,184,1,0,27.0,125166,0,1,0,0,0,0,0,0
1617,"Thu, 12 Jan 2017 02:22:27 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,35,96,0,0,64.0,77212,0,1,0,0,0,0,0,1
1618,"Mon, 15 Dec 2014 05:14:58 +0000",twitter,com,0,0,multipart/alternative,11,113,0,0,148.0,56111,0,1,0,0,0,0,0,1
1619,"Fri, 18 Jan 2019 07:34:11 +0000",granular,ai,0,0,multipart/mixed,0,1,0,0,143.0,1555,0,1,0,0,0,0,0,0
1620,"Fri, 07 Apr 2017 10:32:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32.0,1210,0,1,0,0,0,0,0,0
1621,"Sat, 3 Sep 2016 16:53:03 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,42.0,19609,0,1,0,1,0,0,0,0
1622,"Sat, 14 Sep 2019 05:08:52 -0700",google,com,0,0,text/html,20,84,1,0,37.0,24951,1,0,0,0,0,0,0,0
1623,"Sun, 02 Feb 2020 03:44:37 +0000",quora,com,0,0,multipart/alternative,8,99,0,0,77.0,97579,0,0,1,0,0,0,0,0
1624,"Wed, 05 Dec 2012 11:44:50 -0600",000webhost,com,0,0,text/plain,0,6,1,0,33.0,2054,1,1,0,0,0,0,0,0
1625,"Thu, 06 Aug 2020 11:39:17 +0000 (UTC)",splitwise,com,0,0,text/html,1,5,0,0,24.0,5596,1,0,0,0,0,0,0,0
1626,"Wed, 20 Jul 2016 10:00:08 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,27.0,4,0,1,1,0,0,0,0,0
1627,"Fri, 27 Jul 2018 09:40:40 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,38,91,0,0,39.0,57604,1,1,1,0,0,0,0,0
1628,"Tue, 15 Sep 2020 09:24:26 -0400",topcoder,com,0,0,multipart/mixed,0,1,1,0,152.0,1432,1,0,0,0,0,0,0,0
1629,"Wed, 17 Aug 2016 12:06:30 +0000",usebackpack,com,0,0,text/html,4,14,0,0,43.0,24819,1,1,0,0,0,0,0,0
1630,"Tue, 02 Apr 2019 01:21:45 -0700",google,com,0,0,text/html,2,12,0,0,29.0,4374,1,1,0,0,0,0,0,0
1631,"Thu, 12 Apr 2018 17:03:46 +0000 (UTC)",angel,co,0,0,text/html,3,35,0,1,56.0,32985,1,1,1,0,0,0,0,0
1632,"Thu, 9 Aug 2018 14:53:47 +0530",thomascook,in,0,0,text/html,5,12,1,0,52.0,41896,1,0,0,0,0,0,0,0
1633,"Tue, 1 Nov 2016 04:40:31 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,20.0,4036,0,1,0,0,0,0,0,0
1634,"Sat, 09 May 2020 06:57:01 +0000",quora,com,0,0,multipart/alternative,8,99,0,1,96.0,101012,0,0,0,0,0,0,0,1
1635,"Mon, 28 Nov 2016 09:47:33 +0000",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,63.0,1938,0,1,0,1,0,0,0,0
1636,"Sat, 15 Apr 2017 10:35:49 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,116,1,0,107.0,101375,0,1,0,0,0,0,0,1
1637,26 Feb 2013 12:19:22 -0500,maillist,codeproject.com,0,0,text/html,1,54,1,0,43.0,16124,0,1,0,1,0,0,0,0
1638,"Sun, 25 Sep 2016 10:45:31 +0530",pvrcinemas,com,0,0,text/html,14,34,0,0,49.0,10196,0,1,1,0,0,0,0,0
1639,"Thu, 14 Apr 2016 11:15:40 +0530",iiitd,ac.in,2,0,multipart/related,0,0,0,0,15.0,25876,0,1,0,1,0,0,0,0
1640,"Wed, 16 Mar 2016 17:33:22 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,27.0,138,0,1,0,1,0,0,0,0
1641,"Fri, 09 Oct 2020 13:55:07 -0700",kaggle,com,0,0,multipart/alternative,2,11,0,0,24.0,11046,1,0,0,0,0,0,0,0
1642,"Wed, 27 Dec 2017 21:23:33 +0530",iiitd,ac.in,1,0,multipart/alternative,0,20,1,0,10.0,24248,0,1,0,0,0,0,0,0
1643,"Mon, 22 Jul 2013 14:55:48 +0000",aamaadmiparty,org,0,0,multipart/alternative,1,31,1,0,423.0,81276,1,1,0,0,0,0,0,0
1644,"Tue, 16 Aug 2016 16:52:39 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,39.0,43401,0,1,0,1,0,0,0,0
1645,"Fri, 3 Jul 2015 20:03:00 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,11.0,615,0,1,0,0,0,0,0,0
1646,"Sat, 15 Jun 2019 01:28:20 -0700",google,com,0,0,text/html,2,12,0,0,35.0,4309,1,1,0,0,0,0,0,0
1647,"Tue, 12 Mar 2019 07:02:56 -0600",media,ieee.org,0,0,multipart/alternative,16,117,0,0,35.0,59621,0,1,1,0,0,0,0,0
1648,"Sat, 4 Mar 2017 13:29:05 +0530",iiitd,ac.in,2,0,multipart/alternative,0,12,1,0,26.0,3483,0,1,0,0,0,0,0,0
1649,"Tue, 10 Oct 2017 01:44:16 +0000 (UTC)",nvidiadeveloper,com,0,0,multipart/alternative,1,19,1,0,62.0,9122,1,1,0,0,0,0,0,0
1650,"Fri, 24 Jan 2014 07:08:50 +0000",coursera,org,0,0,multipart/alternative,5,24,1,0,60.0,15638,1,1,0,0,0,0,0,0
1651,"Mon, 20 Jul 2020 11:46:11 +0000 (UTC)",github,com,0,0,text/plain,0,3,0,0,56.0,446,1,0,0,0,0,0,0,0
1652,"Fri, 22 Jan 2016 21:29:41 +0530",iiitd,ac.in,4,0,multipart/mixed,0,0,0,0,17.0,1800279,0,1,0,1,0,0,0,0
1653,"Wed, 12 Aug 2020 02:03:19 -0500 (CDT)",planet,com,0,0,multipart/alternative,9,28,1,0,51.0,27306,0,0,1,0,0,0,0,0
1654,"Tue, 30 Jun 2020 18:35:22 +0200",gmail,com,6,0,multipart/alternative,0,19,1,1,32.0,32385,0,1,0,0,0,0,0,0
1655,"Mon, 24 Aug 2020 09:58:05 -0700",github,com,1,0,multipart/alternative,0,21,0,1,61.0,4208,0,0,0,1,0,0,0,0
1656,"Tue, 14 Aug 2018 10:54:04 +0000",realtimeboard,com,0,0,text/html,5,19,1,0,43.0,18881,1,1,0,0,0,0,0,0
1657,"Fri, 13 Nov 2015 10:18:25 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36.0,26935,1,1,0,0,0,0,0,0
1658,"Sun,  4 Oct 2020 13:30:21 +0000",xprize,org,0,0,multipart/alternative,6,68,1,1,58.0,122504,0,0,1,0,0,0,0,0
1659,"Thu, 6 Aug 2020 20:21:27 -0400",granular,ai,1,0,multipart/alternative,0,0,1,0,78.0,706,0,0,0,1,0,0,0,0
1660,"Mon, 3 Sep 2018 22:35:42 +0530",thomascook,com,0,0,multipart/related,0,20,1,0,44.0,331869,1,1,0,0,0,0,0,0
1661,"Sun, 9 Jul 2017 22:04:15 +0530",olacabs,com,1,0,multipart/alternative,9,22,1,0,56.0,31361,1,0,0,0,0,0,0,0
1662,"Fri, 07 Apr 2017 15:32:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32.0,1210,1,1,0,0,0,0,0,0
1663,"Mon, 30 Dec 2013 22:28:23 +0000",edx,org,0,0,multipart/alternative,59,258,1,0,83.0,151439,1,1,0,0,0,0,0,0
1664,"Mon, 25 May 2015 14:00:43 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,6,19,1,0,25.0,30301,0,1,0,0,0,0,0,1
1665,"Mon, 16 Oct 2017 17:02:53 +0530",iiitd,ac.in,0,0,multipart/alternative,0,38,1,1,106.0,43521,0,1,0,1,0,0,0,0
1666,"Tue, 16 Apr 2013 10:17:29 -0400 (EDT)",,,0,0,text/plain,0,3,1,0,36.0,890,1,1,0,0,0,0,0,0
1667,"Wed, 24 Jan 2018 09:22:09 +0000",twitter,com,0,0,multipart/alternative,12,62,0,1,70.0,36177,0,1,0,0,0,0,0,1
1668,"Sat, 9 Jul 2016 16:20:19 +0530",iiitd,ac.in,0,0,multipart/alternative,0,15,1,0,27.0,20505,0,1,0,0,0,0,0,0
1669,"Tue, 1 Aug 2017 17:52:17 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,35.0,3311,0,1,0,1,0,0,0,0
1670,"Mon, 29 Aug 2016 05:45:24 +0000",hackerrankmail,com,0,0,multipart/alternative,1,9,1,0,40.0,34149,1,1,0,0,0,0,0,0
1671,"Tue, 24 Oct 2017 15:06:37 +0000 (UTC)",datacamp,com,0,0,multipart/alternative,11,90,1,1,48.0,94785,0,1,1,0,0,0,0,0
1672,"Sat, 12 Mar 2016 14:37:39 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,26.0,312,0,1,0,1,0,0,0,0
1673,"Fri, 8 Jun 2018 19:34:04 +0530",gmail,com,1,0,multipart/alternative,0,3,1,0,34.0,4209,0,1,0,0,0,0,0,0
1674,2 Nov 2019 00:21:17 +0100,,,0,0,text/html,0,1,1,0,96.0,4167,1,0,0,0,0,0,0,0
1675,"Wed, 26 Aug 2015 09:20:27 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,27.0,3931,0,1,0,1,0,0,0,0
1676,"Mon, 03 Aug 2020 06:03:45 +0000",standupalice,com,0,0,text/html,1,6,0,0,39.0,15097,0,0,0,1,0,0,0,0
1677,"Tue, 2 Aug 2016 14:46:38 +0200 (CEST)",doodle,com,0,0,multipart/alternative,3,12,0,0,52.0,9851,1,1,0,0,0,0,0,0
1678,"Sun, 22 Jul 2018 05:13:37 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,112,0,1,126.0,107429,0,1,0,0,0,0,0,1
1679,"Thu, 20 Apr 2017 15:21:22 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,10,37,0,0,80.0,32497,0,1,1,0,0,0,0,0
1680,"Wed, 4 Sep 2019 13:57:15 -0500 (CDT)",deliver,ieee.org,0,0,multipart/alternative,6,65,0,0,43.0,35859,1,0,0,0,0,0,0,0
1681,"Thu, 08 Aug 2019 23:55:43 +0000 (UTC)",codalab,org,0,0,multipart/alternative,1,9,1,0,20.0,6947,0,1,0,0,0,0,0,0
1682,"Sun, 23 Mar 2014 20:26:28 +0000",aamaadmiparty,org,0,0,multipart/alternative,1,59,0,0,54.0,20707,1,1,0,0,0,0,0,0
1683,"Thu, 17 Oct 2019 05:17:32 -0400",,,0,0,text/plain,0,6,1,0,31.0,2996,1,0,0,0,0,0,0,0
1684,"Thu, 29 Oct 2015 10:13:53 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,20.0,1222,0,1,0,0,0,0,0,0
1685,"Sat, 15 Sep 2018 13:13:14 +0000",quora,com,0,0,multipart/alternative,14,105,1,1,69.0,102927,0,1,0,0,0,0,0,1
1686,"Tue, 16 Jun 2020 09:38:01 -0700",github,com,0,0,text/plain,0,3,0,0,52.0,827,1,0,0,0,0,0,0,0
1687,"Tue, 30 Aug 2016 14:52:43 +0530",iiitd,ac.in,0,0,multipart/alternative,2,30,0,1,89.0,30350,0,1,0,0,0,0,0,0
1688,"Wed, 1 Nov 2017 15:01:55 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,1,54.0,6710,0,1,0,1,0,0,0,0
1689,"Mon, 4 Apr 2016 12:09:38 +0530",iiitd,ac.in,0,0,text/plain,0,0,1,0,17.0,171,0,1,0,0,0,0,0,0
1690,"Tue, 19 Jun 2018 16:32:25 +0000 (UTC)",brilliant,org,0,0,multipart/alternative,4,25,0,0,34.0,41106,0,1,1,0,0,0,0,0
1691,"Mon, 22 Apr 2019 15:37:10 -0700",google,com,0,0,text/html,0,7,0,0,28.0,9561,1,1,0,0,0,0,0,0
1692,"Wed, 24 Aug 2016 20:42:29 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,17,71,0,1,153.0,78163,0,1,0,0,0,0,0,1
1693,"Thu, 19 Jan 2017 14:47:40 +0100 (CET)",entertainment,bookmyshow.com,0,0,text/html,49,90,0,0,36.0,43192,0,1,1,0,0,0,0,0
1694,"Wed, 17 Aug 2016 19:09:17 -0700",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,39.0,4,0,1,0,0,0,0,0,1
1695,"Fri, 6 Dec 2019 09:38:09 +0530",iiitd,ac.in,1,0,multipart/alternative,0,24,1,0,33.0,25395,0,1,0,0,0,0,0,0
1696,"Wed, 16 Nov 2016 16:42:27 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,40.0,32180,0,1,0,1,0,0,0,0
1697,"Thu, 22 Dec 2016 11:45:48 +0000",twitter,com,0,0,multipart/alternative,31,216,0,0,119.0,92940,0,1,0,0,0,0,0,1
1698,"Thu, 7 Jun 2018 16:13:57 +0530",gmail,com,0,0,multipart/alternative,0,3,0,0,15.0,2985,0,1,0,0,0,0,0,0
1699,"Thu, 26 Dec 2019 11:46:40 +0530",sbi,co.in,0,0,text/html,1,65,0,0,89.0,6857,1,0,0,0,0,0,0,0
1700,"Wed, 18 Apr 2018 10:26:16 +0000",amazon,in,0,0,multipart/alternative,13,69,0,0,47.0,46610,1,1,0,0,1,0,0,0
1701,"Fri, 31 Aug 2018 12:15:46 +0200",iiitd,ac.in,0,0,multipart/alternative,0,6,1,0,15.0,9008,0,1,0,0,0,0,0,0
1702,"Sat, 14 Mar 2015 06:17:18 -0500 (CDT)",,,0,0,text/plain,0,1,0,0,24.0,696,1,1,0,0,0,0,0,0
1703,"Tue, 2 Aug 2016 19:12:43 +0800",crazydomains,in,0,0,text/html,4,18,0,0,28.0,20368,0,1,1,0,0,0,0,0
1704,"Fri, 20 Jun 2014 03:58:23 +0530 (IST)",cardekho,com,0,0,text/html,6,14,1,0,30.0,32293,1,1,0,0,0,0,0,0
1705,"Tue, 20 Feb 2018 12:51:37 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,65,1,0,67.0,30028,0,1,1,0,0,0,0,0
1706,"Thu, 09 May 2019 07:23:24 -0700",google,com,0,0,text/html,2,12,0,0,36.0,4465,1,1,0,0,0,0,0,0
1707,"Fri, 10 Mar 2017 00:05:14 +0000",amazon,in,0,0,multipart/alternative,6,118,0,0,33.0,54495,0,1,1,0,0,0,0,0
1708,"Wed, 11 May 2016 11:07:02 +0000",twitter,com,0,0,multipart/alternative,8,54,0,0,70.0,39661,0,1,0,0,0,0,0,1
1709,"Mon, 18 Apr 2016 10:06:24 +0000",usebackpack,com,0,0,text/html,4,14,0,0,36.0,24850,1,1,0,0,0,0,0,0
1710,"Tue, 31 Oct 2017 00:50:02 -0600",news,foodpanda.in,0,0,multipart/alternative,7,32,0,0,83.0,40508,0,1,1,0,0,0,0,0
1711,"Sat, 28 Dec 2019 04:27:24 -0800",google,com,0,0,text/html,20,84,0,0,36.0,24732,1,0,0,0,0,0,0,0
1712,15 May 2020 08:35:32 -0400,flexy,co,0,0,text/html,3,9,1,0,86.0,14328,1,0,0,0,0,0,0,0
1713,"Wed, 8 Jun 2016 00:06:34 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,39.0,4,0,1,1,0,0,0,0,0
1714,"Sun, 19 Feb 2017 19:39:52 +0000",gmail,com,0,0,multipart/alternative,4,12,0,0,7.0,5723,0,1,0,0,0,0,0,0
1715,"Mon, 25 Jan 2016 20:49:55 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,35.0,1281,0,1,0,1,0,0,0,0
1716,"Thu, 13 Apr 2017 13:26:20 +0000",udacity,com,0,0,multipart/alternative,7,46,1,0,57.0,46172,0,1,1,0,0,0,0,0
1717,"Mon, 23 Dec 2019 10:16:33 -0800",google,com,0,0,multipart/alternative,14,74,0,0,35.0,86859,1,0,0,0,0,0,0,0
1718,"Mon, 28 Sep 2020 05:08:25 +0000",quora,com,0,0,multipart/alternative,8,112,0,1,125.0,62043,0,0,0,0,0,0,0,1
1719,"Mon, 20 Jul 2015 22:03:42 +0000",youtube,com,0,0,multipart/alternative,17,61,0,0,79.0,44858,0,1,0,0,0,0,0,1
1720,"Fri, 3 Nov 2017 03:58:05 -0700",facebookmail,com,0,0,multipart/alternative,4,16,0,0,34.0,13428,0,1,0,0,0,0,0,0
1721,"Mon, 29 Oct 2018 13:29:08 +0000 (UTC)",overleaf,com,0,0,multipart/alternative,0,14,1,0,97.0,25997,0,1,1,0,0,0,0,0
1722,"Sat, 4 Mar 2017 12:46:39 +0530",iiitd,ac.in,0,0,multipart/alternative,0,12,0,0,6.0,6628,0,1,0,0,0,0,0,0
1723,"Fri, 1 Dec 2017 15:03:47 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,42.0,531954,0,1,0,1,0,0,0,0
1724,"Tue, 01 Mar 2016 09:54:52 +0000",twitter,com,0,0,multipart/alternative,10,134,1,0,65.0,70692,0,1,0,0,0,0,0,1
1725,"Thu, 16 Jul 2020 00:54:07 -0700",google,com,0,0,text/html,30,104,1,0,37.0,29405,1,0,0,0,0,0,0,0
1726,"Sun, 11 Jun 2017 22:14:05 -0500 (CDT)",magento,com,0,0,multipart/alternative,7,39,1,0,41.0,15330,0,1,1,0,0,0,0,0
1727,"Tue, 27 Aug 2019 05:15:37 +0000",amazon,com,0,0,multipart/alternative,4,51,1,1,72.0,39616,1,1,0,0,0,0,0,0
1728,"Thu, 7 May 2020 07:04:34 -0700",e,newyorktimes.com,0,0,multipart/mixed,0,0,0,0,49.0,4,0,0,1,0,0,0,0,0
1729,"Thu, 29 Sep 2016 08:58:38 +0000",twitter,com,0,0,multipart/alternative,7,41,0,0,40.0,19341,0,1,0,0,0,0,0,1
1730,"Fri, 5 May 2017 09:53:36 +0530",iiitd,ac.in,0,0,multipart/alternative,0,6,1,0,30.0,2396,0,1,0,0,0,0,0,0
1731,"Sun, 19 Nov 2017 13:12:56 +0000",amazon,in,0,0,multipart/alternative,3,32,0,1,70.0,17772,0,1,1,0,0,0,0,0
1732,"Tue, 31 Jan 2017 05:28:50 +0100 (CET)",doodle,com,0,0,multipart/alternative,4,12,0,0,13.0,10558,1,1,0,0,0,0,0,0
1733,"Thu, 13 Dec 2018 09:29:36 +0000",centralesupelec,fr,0,0,text/html,0,6,1,0,41.0,7769,0,1,0,1,0,0,0,0
1734,"Fri, 29 Apr 2016 11:12:57 +0000",usebackpack,com,0,0,text/html,4,16,0,0,39.0,25071,1,1,0,0,0,0,0,0
1735,"Tue, 9 Jul 2019 15:34:27 +0200",iiitd,ac.in,0,0,multipart/mixed,0,18,0,0,0.0,844956,0,1,0,0,0,0,0,0
1736,"Mon, 14 Mar 2016 11:58:22 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,1,33.0,4637,0,1,0,1,0,0,0,0
1737,"Wed, 21 Sep 2016 14:40:59 +0000",mobikwik,com,0,0,text/html,18,38,1,0,54.0,15348,1,1,0,0,0,0,0,0
1738,"Mon, 28 Aug 2017 04:03:37 -0700",youtube,com,0,0,multipart/alternative,30,120,0,1,65.0,80008,0,1,0,0,0,0,0,1
1739,"Fri, 08 Dec 2017 03:30:05 +0000",iiitd,ac.in,1,0,multipart/mixed,0,6,0,0,60.0,382632,0,1,0,1,0,0,0,0
1740,"Mon, 18 Apr 2016 08:16:03 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,15,76,0,1,42.0,54914,0,1,0,0,0,0,0,1
1741,"Mon, 06 Jul 2015 17:15:51 +0000",youtube,com,0,0,multipart/alternative,14,57,1,0,53.0,42379,0,1,0,0,0,0,0,1
1742,"Wed, 27 Mar 2019 11:23:58 +0000",google,com,0,0,text/plain,0,2,0,0,84.0,663,1,1,0,0,0,0,0,0
1743,"Tue, 18 Aug 2020 20:40:50 -0700",github,com,2,0,multipart/alternative,0,8,0,0,74.0,1501,0,0,0,1,0,0,0,0
1744,"Thu, 12 Oct 2017 06:59:26 +0000",m,mail.coursera.org,0,0,multipart/alternative,18,108,1,0,115.0,86345,0,1,1,0,0,0,0,0
1745,"Mon, 27 Aug 2018 13:13:23 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,1,0,11.0,66165329,0,1,0,0,0,0,0,0
1746,"Thu, 27 Sep 2018 19:33:04 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,4,13,0,1,48.0,16948,1,1,0,0,0,0,0,0
1747,"Wed, 18 Dec 2019 03:40:50 +0000",amazon,in,0,0,multipart/alternative,36,191,0,0,51.0,87417,0,0,1,0,0,0,0,0
1748,"Fri, 30 Sep 2016 16:33:11 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,0,0,3.0,2035,0,1,0,1,0,0,0,0
1749,"Sat, 14 Mar 2020 17:34:16 -0700",google,com,0,0,text/html,3,14,0,0,35.0,4791,1,0,0,0,0,0,0,0
1750,"Mon, 13 Jun 2016 14:45:13 +0000",coursera,org,0,0,multipart/alternative,6,30,1,0,100.0,34571,1,1,0,0,0,0,0,0
1751,"Sat, 26 Aug 2017 10:21:22 +0530",iiitd,ac.in,0,0,multipart/alternative,0,22,1,0,17.0,7456,0,1,0,0,0,0,0,0
